band_id;Artist_ID;artist_name;Status
1877;6852;Abstract Rude;True
5428;9233;Ace Enders;True
76;43;Ace Frehley;False
6200;43;Ace Frehley;False
6839;10194;Ace Von Johnson;True
6816;911;Acey Slade;True
1030;911;Acey Slade;False
6044;911;Acey Slade;False
2569;6854;Aceyalone;True
1877;6854;Aceyalone;True
4620;8756;Actress;True
5411;4595;Ad Sluijter;False
609;601;Ad-Rock;False
4602;8735;Adalita;True
4602;8735;Adalita Srsen;True
2825;2577;Adam Ant;False
6522;10037;Adam Beach;True
4994;9021;Adam Blake;True
1855;6840;Adam Bravin;True
4170;8490;Adam Buszko;True
205;5662;Adam Carroll;True
2598;2756;Adam Carson;True
3068;2756;Adam Carson;False
505;5904;Adam Clayton;True
1041;6290;Adam Darski;True
265;5702;Adam Devlin;True
1261;6475;Adam Donovan;True
4232;8536;Adam Duritz;True
3612;2903;Adam Dutkiewicz;True
495;2903;Adam Dutkiewicz;True
3312;2903;Adam Dutkiewicz;False
93;54;Adam Ficek;False
8135;3922;Adam Forkner;True
6264;3922;Adam Forkner;False
4575;3922;Adam Forkner;False
7706;10718;Adam Franklin;True
6421;9961;Adam Gardner;True
1268;1173;Adam Gaynor;False
618;624;Adam Gontier;False
3765;624;Adam Gontier;True
7521;10582;Adam Granduciel;True
5091;4358;Adam Green;False
8950;11206;Adam Grossman;True
9337;11335;Adam Hamilton;True
3554;8094;Adam Jones;True
3259;7832;Adam Kury;True
2674;7476;Adam Lazzara;True
5651;4249;Adam Lehan;False
4968;4249;Adam Lehan;False
1665;6718;Adam Levine;True
346;287;Adam MacDougall;False
292;241;Adam Matta;False
6143;9691;Adam Merrin;True
1788;6790;Adam Muhammad Subarkah;True
1882;1639;Adam Nathanson;False
3060;2748;Adam Nodelman;False
1666;6723;Adam Perry;True
8076;10439;Adam Schlesinger;True
7148;10439;Adam Schlesinger;True
1786;1546;Adam Shore;False
4597;3932;Adam Siegel;False
378;303;Adam Stemple;False
5043;4330;Adam Wade;False
1914;6885;Adam Wakeman;True
3414;3525;Adam Willard;True
4084;3525;Adam Willard;False
4641;8771;Adam Wiltzie;True
609;602;Adam Yauch;False
7077;10374;Adam Zindani;True
4662;3976;Ade Edmondson;False
3684;3271;Adele Bertei;False
6099;9646;Adelitas Way;True
6211;9758;Adem Ilhan;True
204;5660;Adem K;True
575;5985;Adolfo de la Parra;True
8397;11049;Adrian Barilari;True
3497;2638;Adrian Belew;False
2859;2638;Adrian Belew;False
3200;2834;Adrian Borland;False
1953;1740;Adrian Erlandsson;False
7783;1740;Adrian Erlandsson;True
7139;1740;Adrian Erlandsson;True
164;112;Adrian Fry;False
4287;3757;Adrian Gurvitz;False
3190;2823;Adrian Jackson;False
4931;3151;Adrian Lambert;True
3545;3151;Adrian Lambert;False
4242;8547;Adrian Lee;True
6232;5240;Adrian Mills;False
502;530;Adrian Oxaal;True
554;530;Adrian Oxaal;False
5512;4686;Adrian Portas;False
7214;4686;Adrian Portas;True
5344;8672;Adrian Sherwood;True
4506;8672;Adrian Sherwood;True
9075;11260;Adrian Sieber;True
3732;3292;Adrian Sina;False
6372;3112;Adrian Smith;True
3388;3112;Adrian Smith;True
3498;3112;Adrian Smith;False
2526;7340;Adrian Vandenberg;True
1397;1298;Adrian White;False
5280;4494;Adrian Young;False
2142;4494;Adrian Young;True
6210;5210;Adriano Cintra;False
6097;5100;Adrienne Bailon;False
6207;9743;Adrienne Davies;True
8397;11049;Adrián Barilari;True
7297;10499;Aed Carabao;True
5966;9564;Aerea Negrot;True
3819;3343;Aesop Dekker;False
9606;8658;Aesop Rock;True
4460;8658;Aesop Rock;True
6338;5405;Agnetha Fältskog;False
5024;9044;Ah Young;True
2005;6988;Ahn Daniel;True
944;861;Ahn So-hee;False
969;6246;Ahrue Luster;True
6281;2699;Ai Kago;False
6516;2699;Ai Kago;False
2972;2699;Ai Kago;False
6281;5314;Ai Takahashi;False
6516;5314;Ai Takahashi;False
3571;8111;Aidan Girt;True
5215;5584;Aidan Moffat;True
33;5584;Aidan Moffat;True
4375;8621;Aika Hirota;True
2972;2704;Aika Mitsui;False
6281;2704;Aika Mitsui;False
2015;1818;Ailyn;False
2015;1818;Ailyn Giménez;False
1250;6454;Airi Suzuki;True
6292;6454;Airi Suzuki;True
86;385;Airto Moreira;True
6341;385;Airto Moreira;False
460;385;Airto Moreira;False
3551;3158;Aja Kim;False
1343;6540;Ajs Nigrutin;True
6281;9848;Akane Haga;True
6496;5501;Akari Hayami;False
6516;10033;Akari Takeuchi;True
8009;10033;Akari Takeuchi;True
850;6189;Akemi Kanda;True
1788;6791;Akhdiyat Duta Modjo;True
9764;11466;Akhenaton;True
3670;3263;Aki Nawaz;False
8291;11009;Akira;True
4835;8922;Akira Jimbo;True
3474;8022;Akira Takasaki;True
2239;7141;Akrobatik;True
8583;11104;Aksu Hanttu;True
3817;3215;Al Anderson;False
3599;3215;Al Anderson;False
5563;4736;Al Atkins;False
5404;9216;Al Barr;True
6244;9802;Al Barrow;True
2360;7193;Al Cisneros;True
3922;7193;Al Cisneros;True
452;5833;Al Connelly;True
460;381;Al Di Meola;False
5322;9160;Al Doughty;True
1896;6866;Al Jardine;True
2962;1980;Al Jourgensen;True
4231;1980;Al Jourgensen;True
2335;1980;Al Jourgensen;False
3980;3458;Al Perkins;False
3611;3233;Al Pike;False
2606;7406;Al Pitrelli;True
5636;4843;Al Rex;False
91;5613;Al Schnier;True
79;5605;Al-P;True
5018;4314;Ala Boratyn;False
6108;26;Alain Johannes;False
31;26;Alain Johannes;False
1294;26;Alain Johannes;True
183;26;Alain Johannes;False
9900;11511;Alan Averill;True
1697;1511;Alan Barton;False
4498;1511;Alan Barton;False
5734;3941;Alan Bishop;False
4618;3941;Alan Bishop;False
1980;1781;Alan Cartwright;False
5677;4871;Alan Curtis;False
5322;9160;Alan Doughty;True
6439;5475;Alan Doyle;False
1898;6870;Alan Dubin;True
684;719;Alan Fitzgerald;False
4295;719;Alan Fitzgerald;False
4810;719;Alan Fitzgerald;False
4295;719;Alan Fitzgeraldizer;False
684;719;Alan Fitzgeraldizer;False
4810;719;Alan Fitzgeraldizer;False
452;5834;Alan Frew;True
5773;4940;Alan Gerber;False
2538;2274;Alan Gill;False
3855;3378;Alan Gowen;False
2503;2240;Alan Gregg;False
509;465;Alan Hawkshaw;False
4552;3904;Alan Hull;False
5676;400;Alan Kendall;False
474;400;Alan Kendall;False
4829;4136;Alan Lancaster;False
4740;8829;Alan Longmuir;True
3676;8165;Alan McGee;True
9757;11463;Alan Merrill;True
5563;4731;Alan Moore;False
5486;9273;Alan Morse;True
4146;3661;Alan Murphy;False
4318;3661;Alan Murphy;False
3332;2923;Alan Myers;False
3636;8138;Alan Osmond;True
3782;3316;Alan Parker;False
1647;1461;Alan Parsons;False
5388;606;Alan Pasqua;False
611;606;Alan Pasqua;False
4129;8428;Alan Paul;True
2754;2500;Alan Powell;False
2501;2222;Alan Rubin;False
2484;7303;Alan Shacklock;True
8291;10971;Alan Shirahama;True
8147;10971;Alan Shirahama;True
6340;6661;Alan Sparhawk;True
1554;6661;Alan Sparhawk;True
6307;9868;Alan Thomson;True
4070;1967;Alan White;True
2293;1967;Alan White;False
3331;2918;Alan Wilder;False
4878;2918;Alan Wilder;True
5608;4785;Alap Momin;False
5492;9281;Alasdair MacLean;True
5982;9577;Alasdair White;True
9982;11534;Alaska;True
929;852;Alastair Donaldson;False
5973;9574;Albert Fields;True
879;836;Albert Hammond;False
2589;7381;Albert Mazibuko;True
4399;8629;Albert Oehlen;True
5693;4884;Albertina Walker;False
4243;3738;Alberto Ardines;False
4418;8639;Albin Julius;True
444;5824;Alec Baillie;True
594;6014;Alec Bathgate;True
4324;8594;Alec Empire;True
4266;3751;Alec John Such;False
127;5628;Alec Ounsworth;True
7857;5628;Alec Ounsworth;True
6792;10161;Alec Puro;True
2585;2325;Aled Richards;False
2243;2789;Alejandro Millán;True
3132;2789;Alejandro Millán;False
2771;2513;Alejandro Sokol;False
4040;3501;Aleksandra Kovač;False
633;6049;Aleksey Potehin;True
1429;1314;Alen Islamović;False
4028;8357;Alessandro Benassi;True
3409;7959;Alessandro Cortini;True
3499;7959;Alessandro Cortini;True
687;722;Alessandro Nunziati;False
8603;11117;Alessandro Sommella;True
4789;8867;Alessandro Venturella;True
6341;5414;Alex Acuña;False
1575;6666;Alex Arrowsmith;True
13;5567;Alex Bleeker;True
1189;1102;Alex Buess;False
2093;7064;Alex Callier;True
3634;8137;Alex Caplow;True
7767;10762;Alex Carapetis;True
5870;4983;Alex Chilton;False
3398;7945;Alex Chu;True
6490;5500;Alex Day;False
2553;2293;Alex DeLaszlo;False
3045;7687;Alex Dezen;True
7228;10478;Alex Ebert;True
9595;11418;Alex Faith;True
1087;974;Alex Garcia-Rivera;False
2970;974;Alex Garcia-Rivera;True
8641;974;Alex Garcia-Rivera;True
4568;8710;Alex Gaskarth;True
2765;7560;Alex González;True
222;5666;Alex Greenwald;True
7639;5000;Alex Grossi;True
5908;5000;Alex Grossi;False
4631;3954;Alex Hassilev;False
2276;1959;Alex Holzwarth;False
7410;1959;Alex Holzwarth;True
5713;9454;Alex James;True
5588;9367;Alex Kapranos;True
1948;1731;Alex Katunich;False
4094;6595;Alex Krull;True
1408;6595;Alex Krull;True
1438;1324;Alex Lee;False
1207;1128;Alex Lewis;False
6999;10311;Alex Lifeson;True
6147;9694;Alex McManus;True
1319;1221;Alex Minoff;False
8603;11119;Alex Neri;True
876;832;Alex Newport;False
4189;5816;Alex Paterson;True
434;5816;Alex Paterson;True
2730;2474;Alex Pennie;False
4347;8609;Alex Redmond;True
3082;7710;Alex Rosamilia;True
5938;4757;Alex Rüdinger;True
5577;4757;Alex Rüdinger;False
7673;10689;Alex Scally;True
3100;7720;Alex Scholpp;True
6219;5222;Alex Sharpe;False
2606;2351;Alex Skolnick;False
2383;2351;Alex Skolnick;True
5877;4992;Alex Solowitz;False
7490;10568;Alex Staropoli;True
8997;11230;Alex Tanas;True
2362;30;Alex Torres;False
61;30;Alex Torres;False
5426;7714;Alex Turner;True
3090;7714;Alex Turner;True
8603;11116;Alex Uhlmann;True
5487;9275;Alex Van Halen;True
2914;2670;Alex Vega;False
5874;4990;Alex Veley;False
1945;6913;Alex Webster;True
4957;6913;Alex Webster;True
5938;6913;Alex Webster;True
2859;2637;Alex Weir;False
3568;8106;Alex Westaway;True
6843;10196;Alex White;True
7163;10196;Alex White;True
9862;10196;Alex White;True
5658;4857;Alex Wong;False
5074;9057;Alex Wright;True
6410;5465;Alex Young;False
1933;1710;Alexander;False
67;34;Alexander Andryushkin;False
2866;2647;Alexander Bard;False
5228;2647;Alexander Bard;True
194;5656;Alexander Bălănescu;True
6694;10095;Alexander DeLeon;True
1850;6833;Alexander Hacke;True
4654;6833;Alexander Hacke;True
4094;6595;Alexander Krull;True
1408;6595;Alexander Krull;True
711;743;Alexander Kuoppala;False
1933;1710;Alexander Lee Eusebio;False
687;722;Alexander Nunziati;False
3100;7720;Alexander Scholpp;True
2063;1861;Alexander Skip Spence;False
3509;1861;Alexander Skip Spence;False
6127;5120;Alexander Titov;False
6090;9640;Alexander Veljanov;True
6410;5465;Alexander Young;False
6219;5222;Alexandria Sharpe;False
6450;9992;Alexei Perry;True
6450;9992;Alexei Perry Cox;True
4539;3183;Alexei Rodriguez;False
3563;3183;Alexei Rodriguez;False
1466;1364;Alexi Laiho;False
711;1364;Alexi Laiho;True
4157;1364;Alexi Laiho;False
5227;4447;Alexis Korner;False
6742;10125;Alexis Krauss;True
77;5604;Alexis S.F. Marshall;True
4948;8999;Alexis Taylor;True
842;827;Alf Svensson;False
1358;1243;Alfie Agnew;False
3393;3007;Alfonso Herrera;False
6108;1275;Alfredo Hernández;False
1381;1275;Alfredo Hernández;False
3626;2376;Alfredo Ortiz;False
2622;2376;Alfredo Ortiz;False
5707;4891;Alfunction;False
4175;3689;Algis Kizys;False
5981;1256;Algy Ward;True
1373;1256;Algy Ward;False
5989;9583;Ali;True
6278;5312;Ali Azmat;False
4270;3755;Ali Campbell;False
3066;7695;Ali Love;True
4790;8871;Ali McMordie;True
615;6034;Ali Shaheed Muhammad;True
6283;9854;Ali Tabatabaee;True
5626;4802;Ali-Ollie Woodson;False
5088;3596;Alice Cooper;True
4123;3596;Alice Cooper;False
4990;4274;Alice Glass;False
616;614;Alice Nutter;False
3042;2743;Alicia Myers;False
2431;2145;Alicia Warrington;False
1816;6811;Alisa Childers;True
5408;4591;Alison Brown;False
5452;4623;Alison Faith Levy;False
1916;6886;Alison Goldfrapp;True
8122;9017;Alison Mosshart;True
4978;9017;Alison Mosshart;True
5243;4473;Alison Moyet;False
7692;10702;Alissa White-Gluz;True
1340;1228;Aljoša Buha;False
4094;3543;Alla Fedynitch;False
5388;4564;Allan Holdsworth;False
4886;4165;Allan Schwartzberg;False
3830;3349;Allan Stewart;False
4073;3517;Allan Sørensen;False
1553;1407;Allen Collins;False
1933;1711;Allen Kim;False
1162;6361;Allen McKenzie;True
4399;3822;Allen Ravenstine;False
1981;1787;Allen West;False
2784;2519;Allen Woody;False
6267;2519;Allen Woody;False
4028;8357;Allessandro Benassi;True
6337;9889;Allison Robertson;True
2176;1931;Allison Wolfe;False
4964;9008;Alonza Bevan;True
6341;5417;Alphonse Mouzon;False
6341;5412;Alphonso Johnson;False
1954;1746;Alphonso Martin;False
2501;2234;Alto Reed;False
4924;4218;Alun Woodward;False
562;549;Alvin Lee;False
5218;9107;Aly Michalka;True
5218;9107;Alyson Michalka;True
3170;2810;Amaia Montero;False
5904;9536;Amalie Bruun;True
8559;11094;Amanda Falk;True
1870;6851;Amanda Kramer;True
8559;11094;Amanda Lindsay Cook;True
2330;7173;Amanda Palmer;True
9914;11516;Amanda Wilkinson;True
3197;2828;Amber Coffman;False
4575;2828;Amber Coffman;True
272;5709;Amber Liu;True
3404;3012;Amber Sweeney;False
4483;3862;Ambrose Reynolds;False
4453;8655;Amelia Fletcher;True
4888;4176;Amelle Berrabah;False
444;364;Amery Smith;False
1885;364;Amery Smith;False
5212;364;Amery Smith;False
675;6081;Ami Onuki;True
9932;11522;Amir Amor;True
5104;738;Amir Derakh;False
709;738;Amir Derakh;False
5350;738;Amir Derakh;True
471;5859;Amir El-Falaki;True
1450;6611;Amir John Haddad;True
1450;6611;Amir-John Haddad;True
4291;3758;Amit Erez;False
1158;1053;Amos Garrett;False
1266;1172;Amy Farina;False
5629;1172;Amy Farina;True
7383;10524;Amy Lee;True
7648;10654;Amy Millan;True
3842;8211;Amy Ray;True
7158;10456;Ana Matronic;True
9629;11425;Ana Paula Valadão;True
6210;9756;Ana Rezende;True
3107;2769;Ana Torroja;False
1312;6518;Ana da Silva;True
3066;7698;Anabel Englund;True
3393;3006;Anahí;False
3393;3006;Anahí Puente;False
6053;5078;Anais Lameche;False
2129;1904;Anastasia Karpova;False
6053;5078;Anaïs Lameche;False
3849;3374;Ancient;False
7666;5889;Anders 'Blakkheim' Nyström;True
6812;5889;Anders 'Blakkheim' Nyström;True
487;5889;Anders 'Blakkheim' Nyström;True
7783;10776;Anders Björler;True
9399;1475;Anders Fridén;True
1651;1475;Anders Fridén;False
4124;1475;Anders Fridén;True
9557;11412;Anders Glenmark;True
6955;6490;Anders Hammer;True
1287;6490;Anders Hammer;True
368;5786;Anders Iwers;True
1651;5786;Anders Iwers;True
3920;3016;Anders Johansson;False
3407;3016;Anders Johansson;False
3658;8154;Anders Kobro;True
9475;11389;Anders Norudde;True
7666;5889;Anders Nyström;True
487;5889;Anders Nyström;True
6812;5889;Anders Nyström;True
123;5626;Anders Odden;True
6680;10091;Anders Sjöholm;True
593;2313;Andi Deris;True
2567;2313;Andi Deris;False
2469;1346;Andi Kravljaca;True
1452;1346;Andi Kravljaca;False
6029;9609;Andi Sexgang;True
5635;4835;Andika Naliputra;False
6202;5189;Andre Matos;False
5496;5189;Andre Matos;True
2371;2092;Andre Williams;False
3546;8084;Andrea Corr;True
3438;7980;Andrea Echeverri;True
7825;10810;Andrea Ferro;True
3660;3256;Andrea Figallo;False
6386;5447;Andrea Oliver;False
4060;8377;Andreas Axelsson;True
1452;6615;Andreas Blomqvist;True
9980;7105;Andreas Hedlund;True
2150;7105;Andreas Hedlund;True
4087;8404;Andreas Kisser;True
6423;9965;Andreas Lill;True
1984;6975;Andreas Lundstedt;True
8158;10976;Andreas Mjøs;True
4073;8387;Andreas Olsson;True
9393;8387;Andreas Olsson;True
3347;7887;Andrew Barr;True
1847;1617;Andrew Bird;False
5348;9177;Andrew Bodnar;True
1117;1004;Andrew Brough;False
5202;4419;Andrew Champion;True
3155;7760;Andrew Copeland;True
3190;7783;Andrew Craighan;True
821;810;Andrew De Silva;False
2363;5520;Andrew Dost;True
6544;5520;Andrew Dost;False
3271;7837;Andrew Eldritch;True
2034;1829;Andrew Farriss;False
1479;1375;Andrew Heringer;False
5983;9579;Andrew Horowitz;True
6619;5551;Andrew Hozier-Byrne;False
7733;8166;Andrew Innes;True
3676;8166;Andrew Innes;True
4131;8432;Andrew Latimer;True
3497;3108;Andrew McCulloch;False
3602;3108;Andrew McCulloch;False
3505;3122;Andrew McDermott;False
3241;2857;Andrew McGee;False
8346;9636;Andrew McMahon;True
6083;9636;Andrew McMahon;True
4604;8736;Andrew O'Neill;True
4792;4094;Andrew Osenga;False
4101;3553;Andrew Ridgeley;False
7011;10325;Andrew Roachford;True
952;6241;Andrew Schwab;True
3939;3415;Andrew Scott;False
3540;3415;Andrew Scott;True
6420;9958;Andrew Sega;True
6435;9977;Andrew Shirley;True
5374;4545;Andrew Shives;False
7767;10761;Andrew Stockdale;True
4041;8365;Andrew Tierney;True
566;5979;Andrew VanWyngarden;True
4475;8663;Andrew Verdecchio;True
5477;4647;Andrew Vowles;False
1316;545;Andrew Weiss;False
558;545;Andrew Weiss;False
5453;9250;Andrew White;True
4532;8684;Andrew Whiteman;True
7648;8684;Andrew Whiteman;True
3351;7896;Andrew Wood;True
3205;7798;Andrew Wyatt;True
9994;11538;Andrey Makarevich;True
6853;10202;Andrzej Dziubek;True
662;696;André Cymone;False
2372;2094;André Jung;False
9390;11353;André Linman;True
5496;5189;André Matos;True
6202;5189;André Matos;False
1772;6779;André Olbrich;True
3970;3443;André Paiement;False
1797;1567;Andrés Calamaro;False
5686;9440;Andrés Ciro Martínez;True
478;245;Andy Bell;True
1224;6420;Andy Bell;True
297;245;Andy Bell;False
3408;3024;Andy Bennett;False
7064;10364;Andy Biersack;True
4829;8915;Andy Bown;True
5696;2587;Andy Burrows;True
2826;2587;Andy Burrows;False
4791;8877;Andy Cairns;True
4278;6906;Andy Cato;True
1938;6906;Andy Cato;True
1120;1012;Andy Chapin;False
7148;10440;Andy Chase;True
2260;7149;Andy Childs;True
4942;4241;Andy Chrisman;False
1733;1528;Andy Christell;False
6303;5348;Andy Clark;False
7442;10550;Andy Connell;True
522;495;Andy Cousin;False
4097;495;Andy Cousin;False
7755;10753;Andy Creeggan;True
554;5961;Andy Diagram;True
1713;1516;Andy Duncan;False
1393;6583;Andy Dunlop;True
3604;3225;Andy Ellison;False
576;5987;Andy Farag;True
3331;7861;Andy Fletcher;True
2471;2174;Andy Fraser;False
4140;3647;Andy Gee;False
3412;7961;Andy Gill;True
7325;10512;Andy Gray;True
4981;2520;Andy Hess;False
2784;2520;Andy Hess;False
4189;3697;Andy Hughes;False
2666;7465;Andy Hull;True
6399;7465;Andy Hull;True
5870;4982;Andy Hummel;False
7680;47;Andy Hurley;True
83;47;Andy Hurley;False
2340;170;Andy Irvine;True
9597;170;Andy Irvine;True
224;170;Andy Irvine;False
8097;10947;Andy Kent;True
3600;3217;Andy Kubiszewski;False
3281;2877;Andy Kulberg;False
6423;9964;Andy Kuntz;True
3863;5635;Andy LaPlegua;True
144;5635;Andy LaPlegua;True
1635;6693;Andy LaRocque;True
4131;8432;Andy Latimer;True
5568;9346;Andy Lee;True
929;855;Andy M. Stewart;False
1937;1720;Andy Mackay;False
2785;2522;Andy Maddocks;False
6572;10053;Andy Magoffin;True
1817;1595;Andy Malecek;False
477;5865;Andy McCluskey;True
1733;1529;Andy McCoy;False
3344;2938;Andy Metcalfe;False
7681;10520;Andy Moor;True
7373;10520;Andy Moor;True
765;788;Andy Nicholson;False
5426;788;Andy Nicholson;False
5546;9314;Andy Parker;True
2586;1412;Andy Partridge;False
1561;1412;Andy Partridge;False
105;72;Andy Pask;False
7798;4333;Andy Patalan;True
5045;4333;Andy Patalan;False
5990;5037;Andy Piercy;False
2612;7415;Andy Powell;True
1086;970;Andy Prieboy;False
498;439;Andy Pyle;False
3804;439;Andy Pyle;False
7097;10394;Andy Revell;True
1713;6754;Andy Ross;True
1241;1163;Andy Rourke;False
3477;3082;Andy Schwartz;False
1227;6424;Andy Scott;True
4134;7564;Andy Selway;True
2781;7564;Andy Selway;True
1336;6533;Andy Shernoff;True
6568;5532;Andy Silvester;False
7082;10384;Andy Simpkins;True
1196;6394;Andy Sneap;True
9438;6394;Andy Sneap;True
1264;4717;Andy Stamets;True
5537;4717;Andy Stamets;False
1116;1000;Andy Stein;False
2638;7442;Andy Strachan;True
2963;2688;Andy Sturmer;False
5941;5006;Andy Summers;False
5471;4641;Andy Susemihl;False
5677;4870;Andy Taylor;False
4516;8674;Andy Tillison;True
9966;11529;Andy Van;True
9966;11529;Andy Van Dorsselaer;True
1240;1157;Andy Ward;False
4131;1157;Andy Ward;False
2825;2583;Andy Warren;False
4466;2583;Andy Warren;True
6243;5262;Andy West;False
3642;3241;Andy White;False
6017;9602;Andy Williams;True
9721;8821;Andy Winter;True
4721;8821;Andy Winter;True
4067;3511;Andy Yorke;False
471;5860;Aneela Mirza;True
4627;3945;Anette Olzon;False
3195;7791;Angaleena Presley;True
4575;3924;Angel Deradoorian;False
9226;11297;Angela McCluskey;True
5634;4833;Angela Winbush;False
3520;8064;Angelica;True
6698;10096;Angelo Moore;True
6704;10108;Angie Hart;True
4649;3968;Angie Reed;False
1183;1089;Angus MacLise;False
6387;9931;Angus Stone;True
1181;5464;Angus Young;True
6410;5464;Angus Young;False
2721;2472;Ani Kyd;False
2454;7273;Anis Jouini;True
5237;4468;Anita Lane;False
2450;2152;Anita Pointer;False
325;267;Anka Wolbert;False
7912;10870;Ann Curless;True
259;198;Ann Magnuson;False
4155;8466;Ann Saunderson;True
3222;7809;Anna Loos;True
3879;3391;Anna Murphy;False
6264;5294;Anna Oxygen;False
6053;5079;Anna Sundstrand;False
5280;4496;Annabella Lwin;False
3648;8148;Annbjørg Lien;True
6617;5548;Anne McCue;False
3186;7780;Anne Nurmi;True
6319;5379;Anne-Marie Helder;False
8629;11129;Anne-Marie Hurst;True
6296;4307;Anneke van Giersbergen;True
5008;4307;Anneke van Giersbergen;False
8187;4307;Anneke van Giersbergen;True
574;5983;Anneli Drecker;True
2116;7078;Annemie Coenen;True
6867;10210;Annette Beard;True
6867;10210;Annette Beard Simmons;True
2000;1814;Annette Moreno;False
3508;8052;Anni Hogan;True
3731;3287;Annie Crummer;False
3138;7748;Annie Haslam;True
8617;11125;Annie Hayden;True
6321;5385;Annie Herring;False
5025;4322;Annie Holland;False
1984;1798;Annika Kjærgaard;False
5966;5028;Anohni;False
6367;5028;Anohni;True
7999;10899;Anousheh Khalili;True
5949;9551;Ant;True
3671;3265;Anthony Coote;False
4043;3503;Anthony Doughty;False
7011;10326;Anthony Drennan;True
5392;4574;Anthony Fedorov;False
510;5913;Anthony Field;True
7499;6184;Anthony Green;True
841;6184;Anthony Green;True
1673;6184;Anthony Green;True
4450;3854;Anthony Ian Berkeley;False
4830;2788;Anthony Jude Pero;False
3129;2788;Anthony Jude Pero;False
4781;24;Anthony Kiedis;True
31;24;Anthony Kiedis;False
7521;10579;Anthony LaMarca;True
106;76;Anthony Moore;False
4771;4058;Anthony Phillips;False
7378;10521;Anthony Raneri;True
189;137;Anthony Sir Jinx Wheaton;False
6426;9970;Anthony Thistlethwaite;True
5707;1762;Anthony Tiny Bubz Biuso;False
1965;1762;Anthony Tiny Bubz Biuso;False
1965;1762;Anthony \\\\Tiny\\\\ Biuso;False
5707;1762;Anthony \\\\Tiny\\\\ Biuso;False
604;598;Anthrax;False
1350;1230;Anton Fier;False
5209;1230;Anton Fier;False
2501;44;Anton Fig;False
76;44;Anton Fig;False
6203;5190;Anton Newcombe;False
2697;5190;Anton Newcombe;True
2446;7262;Anton Reisenegger;True
6055;7262;Anton Reisenegger;True
1788;1560;Anton Widiastanto;False
1803;6799;Antonio Romano;True
6699;10099;Antonio Sánchez;True
6978;10297;Antony Costa;True
2420;515;Antony Genn;True
548;515;Antony Genn;False
7088;10391;Antony Hämäläinen;True
3434;7978;Antti Litmanen;True
65;31;Antti Railio;False
4639;3960;Anybody Killa;False
9102;3960;Anybody Killa;True
2928;7660;Aoife O'Donovan;True
3436;7660;Aoife O'Donovan;True
1532;6649;Apathy;True
5599;9377;Apl.de.ap;True
4023;2719;Apollo Papathanasio;True
2995;2719;Apollo Papathanasio;False
6212;2719;Apollo Papathanasio;False
5951;5020;Apollo Up!;False
6040;9619;Apollyon;True
1029;6284;Apparat;True
110;79;April Boy Regino;False
1964;1758;Aquiles Priester;False
6202;1758;Aquiles Priester;False
5276;366;Ara Babajian;False
444;366;Ara Babajian;False
1820;366;Ara Babajian;True
6258;9807;Archer Prewitt;True
1598;6672;Archie Bell;True
842;828;Arckanum;False
9950;11525;Arcángel;True
8134;10965;Ares;True
4207;8522;Ari Koivunen;True
4506;3883;Ari Up;False
5635;9403;Ariel;True
7905;10863;Arik Einstein;True
1536;1392;Arisa Noto;False
7159;10457;Aristazabal Hawkes;True
5411;9222;Ariën van Weesenbeek;True
